sel	array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
4	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E08_1361910	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E08_1361910	called	1	3	0	0.33	12	1	0.01	3.004166024	0
4	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D05_1365284	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D05_1365284	called	0.7	2.99	0	0.26	16	0.78	0	2.978853934	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F09_863720	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F09_863720	called	0.68	3	0	0.25	16	0.76	0.01	2.961106909	0
3	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D05_932760	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D05_932760	called	0.48	3	0	0.19	22	0.58	0	3.0200483	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F11_777866	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F11_777866	called	0.51	3.02	0	0.2	20	0.61	0	2.991286846	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G07_831604	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G07_831604	called	0.45	3	0	0.18	26	0.55	0	2.951055784	0
4	DLP_REDO_FROM_CONGA_H06	DLP_REDO_FROM_CONGA_H06	called	0.6	3	0	0.23	18	0.69	0.01	2.971112075	0
4	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E10_1361802	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E10_1361802	called	0.47	3	0	0.19	24	0.57	0.02	2.997807181	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A04_831512	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A04_831512	called	0.55	3	0	0.21	19	0.64	0	2.955633166	0
2	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B02_1320630	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B02_1320630	called	0.66	3	0	0.25	17	0.74	0.01	2.970989039	0
1	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G05_809224	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G05_809224	called	0.22	2.03	0	0.11	49	0.22	0	1.98550297	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G03_863616	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G03_863616	called	0.63	3	0	0.24	17	0.72	0.01	2.978726717	0
2	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C04_1376768	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C04_1376768	called	0.49	3	0	0.2	21	0.59	0.01	3.011286084	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C06_863360	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C06_863360	called	0.37	2	0	0.19	25	0.37	0.01	1.965502085	0
1	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_H03_1148330	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_H03_1148330	called	0.71	1.93	0	0.37	11	0.71	0.01	1.865119369	0
3	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F11_1365258	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F11_1365258	called	0.52	2.99	0	0.21	20	0.62	0.02	2.98012188	0
2	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D04_1376702	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D04_1376702	called	0.67	3	0	0.25	16	0.75	0.01	2.981176221	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G08_730512	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G08_730512	called	0.56	2.99	0	0.22	19	0.65	0	2.971946377	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D03_809196	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D03_809196	called	0.47	3	0	0.19	23	0.57	0	2.967978501	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A04_863378	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A04_863378	called	0.5	3.01	0	0.2	21	0.61	0	2.942249357	0
10	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E04_1344394	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E04_1344394	called	0.75	2.1	0	0.36	11	0.76	0.11	2.06589419	0
4	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F12_1376734	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F12_1376734	called	0.6	3	0	0.23	18	0.69	0.01	2.971112075	0
3	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B01_1320514	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B01_1320514	called	0.52	2.97	0	0.21	20	0.62	0.02	3.010072603	0
4	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E01_734750	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E01_734750	called	0.42	3	0	0.18	28	0.53	0	2.933140032	0
3	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D05_1148540	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D05_1148540	called	0.55	3.01	0	0.21	19	0.64	0.02	2.955633166	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E07_863718	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E07_863718	called	0.78	2	0	0.39	10	0.78	0	1.976917159	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G05_863658	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G05_863658	called	0.56	3	0	0.22	19	0.65	0.01	2.971946377	0
2	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C04_1361900	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C04_1361900	called	0.61	3	0	0.23	18	0.7	0.01	2.984180161	0
3	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G10_863336	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G10_863336	called	0.43	3	0	0.18	27	0.53	0.01	2.959800086	0
4	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_H10_1344484	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_H10_1344484	called	0.77	3	0	0.28	15	0.83	0.01	2.985210972	0
2	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E05_1244790	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E05_1244790	called	0.76	3.01	0	0.28	15	0.83	0.01	3.015212841	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D10_777950	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D10_777950	called	0.39	2.99	0	0.16	31	0.49	0	2.964327258	0
4	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A08_1344450	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A08_1344450	called	0.62	3.01	0	0.24	17	0.71	0.01	2.99669403	0
4	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D02_1244788	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D02_1244788	called	0.45	3	0	0.18	26	0.55	0	2.951055784	0
3	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B04_913870	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B04_913870	called	0.64	3	0	0.24	17	0.73	0.01	2.990047445	0
4	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F11_1361930	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F11_1361930	called	0.84	3.02	0	0.3	14	0.89	0.01	3.014597083	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F06_1376794	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F06_1376794	called	0.63	3	0	0.24	17	0.72	0.01	2.978726717	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F03_863288	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F03_863288	called	0.48	3	0	0.19	21	0.58	0.01	2.989998317	0
4	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C03_730382	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C03_730382	called	0.61	2.99	0	0.23	18	0.7	0.02	2.954487072	0
3	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E08_1376894	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E08_1376894	called	0.68	3.02	0	0.25	16	0.76	0.03	2.990866529	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F01_809276	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F01_809276	called	0.61	3	0	0.23	18	0.7	0.01	2.954487072	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F03_863784	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F03_863784	called	0.61	2.99	0	0.23	18	0.7	0	2.984180161	0
10	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C05_1361856	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C05_1361856	called	0.56	2.96	0	0.22	19	0.65	0.01	2.942375016	0
4	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C03_863290	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C03_863290	called	0.51	3	0	0.2	20	0.61	0.01	2.991286846	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D12_777864	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D12_777864	called	0.41	3	0	0.17	30	0.51	0	2.935426681	0
3	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B06_914100	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B06_914100	called	0.68	3.01	0	0.25	16	0.76	0.01	2.990866529	0
4	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D08_913994	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D08_913994	called	0.4	3	0	0.17	30	0.5	0.02	2.994726233	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D11_777958	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D11_777958	called	0.43	3	0	0.18	28	0.53	0.01	2.989546571	0
4	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A05_1306776	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A05_1306776	called	0.57	3.05	0	0.22	19	0.67	0.06	3.032909632	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B05_809128	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B05_809128	called	0.8	3.35	0	0.26	16	0.87	0	3.289507747	0
7	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H03_1365350	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H03_1365350	called	0.78	3.14	0	0.27	15	0.85	0	3.118902167	0
1	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E08_1365328	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E08_1365328	called	0.9	2	0	0.45	9	0.9	0.07	1.983056784	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B08_1361868	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B08_1361868	called	0.67	1.99	0	0.34	12	0.67	0.01	1.972935299	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C11_777840	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C11_777840	called	0.63	3.01	0	0.24	17	0.72	0.01	2.978726717	0
2	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A07_914004	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A07_914004	called	0.67	3	0	0.25	16	0.75	0.01	2.981176221	0
2	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G06_809234	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G06_809234	called	0.61	3.03	0	0.23	18	0.7	0.02	2.984180161	0
3	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B12_1344446	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B12_1344446	called	0.7	3.01	0	0.26	16	0.78	0.01	2.978853934	0
3	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D03_1148420	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D03_1148420	called	0.37	3.01	0	0.16	32	0.47	0.02	2.959372983	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F11_1376784	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F11_1376784	called	0.42	3.33	0	0.17	31	0.55	0	3.202122466	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C11_1361936	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C11_1361936	called	0.69	2.12	0	0.33	12	0.7	0.09	2.081991851	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C09_730500	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C09_730500	called	0.6	3.03	0	0.23	18	0.69	0.02	2.971112075	0
3	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E02_913966	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E02_913966	called	0.74	3	0	0.27	15	0.81	0.02	3.002000707	0
3	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C03_1301270	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C03_1301270	called	0.63	3.01	0	0.24	17	0.72	0.03	2.978726717	0
3	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E03_1148224	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E03_1148224	called	0.44	3.02	0	0.18	27	0.55	0.01	2.955931592	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A06_1376712	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A06_1376712	called	0.53	2.99	0	0.21	20	0.63	0	3.028188362	0
3	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A03_809142	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A03_809142	called	0.56	3	0	0.22	19	0.65	0.01	2.971946377	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A04_730478	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A04_730478	called	0.67	3	0	0.25	16	0.75	0.01	2.981176221	0
1	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E10_1244866	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E10_1244866	called	0.75	3	0	0.27	15	0.82	0.01	2.978884976	0
3	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D04_1361902	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D04_1361902	called	0.72	3	0	0.26	16	0.79	0.01	2.987024276	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D01_730410	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D01_730410	called	0.51	3.02	0	0.2	20	0.61	0.03	2.961523045	0
3	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C08_1320588	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C08_1320588	called	0.77	2.99	0	0.28	15	0.83	0.01	2.985210972	0
16	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G07_1376870	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G07_1376870	called	0.53	3.03	0	0.21	20	0.64	0	2.968226215	0
12	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C04_1301148	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C04_1301148	called	0.53	2.98	0	0.21	20	0.63	0.01	2.968226215	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C03_777830	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C03_777830	called	0.5	3.02	0	0.2	21	0.6	0.01	2.971819455	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D01_1376672	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D01_1376672	called	0.49	3.01	0	0.2	21	0.59	0.06	2.981323287	0
2	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F03_1361828	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F03_1361828	called	0.75	2.07	0	0.37	11	0.76	0.04	2.06589419	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E12_1376778	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E12_1376778	called	0.62	3.02	0	0.24	17	0.71	0.01	2.966876426	0
3	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B06_1320548	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B06_1320548	called	0.65	3.01	0	0.25	17	0.74	0.02	3.000847975	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A01_863270	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A01_863270	called	0.6	3	0	0.23	18	0.69	0.01	2.941549015	0
2	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F04_1376728	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F04_1376728	called	0.59	3.02	0	0.23	18	0.68	0.03	2.987203063	0
3	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B06_932772	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B06_932772	called	0.57	3	0	0.22	19	0.66	0.01	2.957914786	0
1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E02_831528	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E02_831528	called	0.63	3	0	0.24	17	0.72	0.01	2.978726717	0
1	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F06_932680	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F06_932680	called	0.66	3	0	0.25	17	0.74	0.01	2.970989039	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G11_863706	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G11_863706	called	0.53	3	0	0.21	20	0.63	0.01	2.968226215	0
1	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D08_1486942	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D08_1486942	called	0.83	3	0	0.29	14	0.88	0.02	2.980725206	0
2	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_F01_914066	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_F01_914066	called	0.62	3.01	0	0.24	17	0.71	0.01	2.966876426	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F12_777886	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F12_777886	called	0.45	3.02	0	0.18	26	0.55	0	3.010671065	0
5	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F09_1377014	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F09_1377014	called	0.54	3	0	0.21	19	0.64	0	2.880501873	0
3	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E08_1301212	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E08_1301212	called	0.62	3	0	0.24	17	0.71	0.01	2.99669403	0
8	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B05_1376772	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B05_1376772	called	0.55	3.06	0	0.21	19	0.65	0.01	3.031983676	0
1	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D10_914120	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D10_914120	called	0.67	3	0	0.25	16	0.75	0.01	2.981176221	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A11_863338	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A11_863338	called	0.57	3	0	0.22	19	0.66	0.05	2.987642324	0
4	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F02_1365212	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F02_1365212	called	0.7	3.12	0	0.25	16	0.78	0.06	3.069573542	0
2	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A07_730334	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A07_730334	called	0.73	3	0	0.27	15	0.8	0.01	2.96493897	0
1	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C10_1486878	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C10_1486878	called	0.69	3	0	0.26	16	0.77	0.01	2.970217659	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E12_730462	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E12_730462	called	0.44	3	0	0.18	26	0.54	0.01	2.955931592	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G11_777936	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G11_777936	called	0.31	3.02	0	0.13	39	0.4	0	2.95562244	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C01_863716	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C01_863716	called	0.62	3	0	0.24	17	0.71	0.01	2.966876426	0
3	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_C09_1344478	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_C09_1344478	called	0.63	3	0	0.24	17	0.72	0.02	3.008663418	0
3	DLP_REDO_FROM_CUTCH_G10	DLP_REDO_FROM_CUTCH_G10	called	0.62	3	0	0.24	17	0.71	0.01	2.966876426	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D07_831660	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D07_831660	called	0.71	3.01	0	0.26	16	0.79	0	3.017044369	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C05_777772	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C05_777772	called	0.49	3.05	0	0.19	21	0.59	0.06	3.011286084	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B11_1376798	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B11_1376798	called	0.52	2.93	0	0.21	20	0.62	0	2.845400065	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F09_1376822	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F09_1376822	called	0.57	3	0	0.22	19	0.66	0.01	2.957914786	0
4	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C07_734668	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C07_734668	called	0.42	2.86	0	0.18	27	0.51	0	2.819770354	0
2	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D09_913958	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D09_913958	called	0.65	3.01	0	0.25	17	0.74	0.02	3.000847975	0
4	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G05_1376958	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G05_1376958	called	0.58	3	0	0.22	18	0.67	0.01	2.972853998	0
4	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A01_734728	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A01_734728	called	0.57	3	0	0.22	19	0.66	0.01	2.987642324	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F05_777894	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F05_777894	called	0.35	3.02	0	0.15	35	0.44	0	2.971359071	0
5	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G02_730368	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G02_730368	called	0.61	3.09	0	0.23	18	0.71	0.1	2.984180161	0
3	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D03_1344392	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D03_1344392	called	0.69	3.01	0	0.26	16	0.77	0.01	3.000068842	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B08_777918	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B08_777918	called	0.44	3.07	0	0.18	27	0.54	0.06	3.015645371	0
12	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G07_1148450	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G07_1148450	called	0.66	2.91	0	0.25	16	0.74	0.16	2.883183043	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H10_863656	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H10_863656	called	0.58	3.01	0	0.22	18	0.67	0.01	2.972853998	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F11_831618	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F11_831618	called	0.49	3	0	0.2	21	0.59	0	2.981323287	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A11_730342	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A11_730342	called	0.62	3	0	0.24	17	0.71	0.01	2.966876426	0
3	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A04_734664	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A04_734664	called	0.56	3.01	0	0.22	19	0.65	0.02	2.971946377	0
3	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B12_1361830	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B12_1361830	called	0.56	3	0	0.22	19	0.65	0.01	2.971946377	0
5	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C05_1306782	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C05_1306782	called	0.58	3	0	0.22	18	0.67	0.01	2.972853998	0
10	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A02_863230	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A02_863230	called	0.38	3.01	0	0.16	32	0.48	0.02	2.962492056	0
