array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F07_932780	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F07_932780	called	0.69	2	0	0.34	12	0.69	0.06	2.01161185498413	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E08_1361910	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E08_1361910	called	0.71	2	0	0.35	11	0.71	0.27	2.00874408018961	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D05_1365284	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D05_1365284	called	0.53	2.99	0	0.21	20	0.63	0.2	2.99805738443685	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F09_863720	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F09_863720	called	0.57	2	0	0.28	14	0.57	0.01	1.95459205617863	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D05_932760	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D05_932760	called	0.76	2	0	0.38	11	0.76	0.01	2.00483778910916	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F11_777866	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F11_777866	called	0.57	2.01	0	0.29	14	0.58	0.03	1.96969967491473	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G07_831604	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G07_831604	called	0.79	2	0	0.39	10	0.79	0	2.00226225031811	0
DLP_REDO_FROM_CONGA_H06	DLP_REDO_FROM_CONGA_H06	called	0.38	2	0	0.19	22	0.39	0.01	1.95896441464918	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E10_1361802	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E10_1361802	called	0.69	3	0	0.26	16	0.77	0.03	3.00006884238232	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A04_831512	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A04_831512	called	0.65	2	0	0.33	12	0.65	0.01	1.97233295638319	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B02_1320630	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B02_1320630	called	0.67	2	0	0.33	12	0.67	0	2.01279123604411	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G05_809224	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G05_809224	called	0.22	2.03	0	0.11	49	0.22	0	1.98550296987551	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G03_863616	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G03_863616	called	0.68	2	0	0.34	12	0.68	0	2.00238209472456	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C04_1376768	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_C04_1376768	called	0.88	2	0	0.44	9	0.88	0	1.97815902827529	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C06_863360	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C06_863360	called	0.37	2	0	0.19	25	0.37	0.01	1.96550208495703	0
DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_H03_1148330	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_H03_1148330	called	0.71	1.93	0	0.37	11	0.71	0.01	1.86511936935059	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F11_1365258	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F11_1365258	called	0.66	2	0	0.33	12	0.66	0.02	1.98274957580465	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D04_1376702	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D04_1376702	called	0.73	2	0	0.37	11	0.73	0.03	1.9843457347751	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G08_730512	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G08_730512	called	0.43	1.99	0	0.22	19	0.43	0	1.96605683391113	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D03_809196	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D03_809196	called	0.57	2	0	0.29	14	0.57	0	1.96969967491473	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A04_863378	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A04_863378	called	0.22	3.02	0	0.1	54	0.3	0.02	2.86373192754022	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E04_1344394	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E04_1344394	called	0.49	2.14	0	0.24	17	0.51	0.07	2.08934959596162	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F12_1376734	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F12_1376734	called	0.6	3	0	0.23	18	0.69	0.01	3.00097224733329	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B01_1320514	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B01_1320514	called	0.67	1.98	0	0.34	12	0.67	0.02	2.01279123604411	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E01_734750	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E01_734750	called	0.68	3	0	0.25	16	0.76	0	2.9316434033297	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D05_1148540	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D05_1148540	called	0.43	2.02	0	0.22	19	0.43	0.04	1.98581603358891	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E07_863718	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E07_863718	called	0.78	2	0	0.39	10	0.78	0	1.97691715854193	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G05_863658	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G05_863658	called	0.52	2	0	0.26	16	0.52	0	1.96614256153577	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C04_1361900	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C04_1361900	called	0.62	2	0	0.31	13	0.62	0	1.97775863119203	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G10_863336	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G10_863336	called	0.6	2	0	0.3	13	0.6	0.01	1.97224872442987	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_H10_1344484	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_H10_1344484	called	0.67	3	0	0.25	16	0.75	0.01	3.01113753974565	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E05_1244790	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E05_1244790	called	0.68	2.01	0	0.34	12	0.68	0	2.02250636934288	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D10_777950	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D10_777950	called	0.66	2	0	0.33	12	0.66	0.01	1.98274957580465	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A08_1344450	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A08_1344450	called	0.31	3.02	0	0.13	39	0.41	0.01	2.95562243957226	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D02_1244788	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D02_1244788	called	0.73	2	0	0.37	11	0.73	0.02	1.9843457347751	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B04_913870	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B04_913870	called	0.72	2	0	0.36	11	0.72	0.07	1.99670023005429	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F11_1361930	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F11_1361930	called	0.75	2.02	0	0.37	11	0.75	0.03	1.99834218144706	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F06_1376794	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F06_1376794	called	0.65	2	0	0.33	12	0.65	0.08	1.99215523214045	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F03_863288	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F03_863288	called	0.51	2	0	0.26	16	0.51	0.01	1.96728702065546	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C03_730382	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C03_730382	called	0.47	1.99	0	0.24	17	0.47	0.01	1.96398862020393	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E08_1376894	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E08_1376894	called	0.79	2	0	0.4	10	0.79	0.03	1.98233940804968	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F01_809276	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F01_809276	called	0.6	2	0	0.3	14	0.6	0	1.93937791235604	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F03_863784	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F03_863784	called	0.65	1.99	0	0.33	12	0.65	0	1.99215523214045	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C05_1361856	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C05_1361856	called	0.42	1.96	0	0.21	20	0.41	0.01	1.95111671050652	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C03_863290	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C03_863290	called	0.53	3	0	0.21	20	0.62	0.02	2.95046917198547	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D12_777864	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D12_777864	called	0.57	2	0	0.29	14	0.57	0.01	1.96969967491473	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B06_914100	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B06_914100	called	0.81	2.01	0	0.4	10	0.81	0.02	1.99227852003713	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D08_913994	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D08_913994	called	0.57	3	0	0.22	19	0.66	0.06	2.98764232424741	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D11_777958	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D11_777958	called	0.44	2	0	0.22	19	0.44	0.06	1.99176154949827	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A05_1306776	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A05_1306776	called	0.62	2.05	0	0.3	13	0.62	0.06	2.03799034857753	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B05_809128	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B05_809128	called	0.59	2.35	0	0.27	15	0.63	0	2.29782770157032	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H03_1365350	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H03_1365350	called	0.56	2.14	0	0.27	15	0.58	0.01	2.12819206721916	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E08_1365328	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E08_1365328	called	0.9	2	0	0.45	9	0.9	0.07	1.98305678363034	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B08_1361868	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B08_1361868	called	0.67	1.99	0	0.34	12	0.67	0.01	1.9729352992139	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C11_777840	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C11_777840	called	0.49	2.01	0	0.25	17	0.5	0.01	1.96727652596716	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A07_914004	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A07_914004	called	0.59	2	0	0.3	14	0.59	0.01	1.97855594500392	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G06_809234	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_G06_809234	called	0.69	2.02	0	0.34	12	0.7	0.02	1.97177927146358	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B12_1344446	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B12_1344446	called	0.59	2.01	0	0.3	14	0.59	0.01	1.97855594500392	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D03_1148420	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D03_1148420	called	0.62	2	0	0.31	13	0.62	0.02	1.97775863119203	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F11_1376784	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F11_1376784	called	0.7	2.17	0	0.33	12	0.72	0	2.11173459151978	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C11_1361936	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C11_1361936	called	0.69	2.12	0	0.33	12	0.7	0.09	2.08199185079415	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C09_730500	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C09_730500	called	0.6	3.03	0	0.23	18	0.69	0.02	2.97111207455819	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E02_913966	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E02_913966	called	0.56	2	0	0.28	15	0.56	0.04	1.99407743491909	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C03_1301270	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C03_1301270	called	0.72	2.01	0	0.36	11	0.72	0.09	1.99670023005429	0
DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E03_1148224	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E03_1148224	called	0.5	2.01	0	0.25	16	0.51	0.01	1.96767534773524	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A06_1376712	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A06_1376712	called	0.57	1.99	0	0.28	14	0.57	0.02	2.00949024779827	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A03_809142	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A03_809142	called	0.44	2	0	0.22	19	0.44	0.01	1.99176154949827	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A04_730478	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A04_730478	called	0.52	2	0	0.26	16	0.52	0	1.96614256153577	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E10_1244866	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E10_1244866	called	0.75	3	0	0.27	15	0.82	0.01	2.9788849757173	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D04_1361902	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D04_1361902	called	0.8	2	0	0.4	10	0.8	0.02	1.98745802670785	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D01_730410	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D01_730410	called	0.46	2.02	0	0.23	18	0.47	0.02	1.96103267697766	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C08_1320588	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C08_1320588	called	0.56	1.99	0	0.28	14	0.56	0.02	1.97423603292461	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G07_1376870	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G07_1376870	called	0.84	2.02	0	0.42	9	0.84	0.01	1.96530335561783	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C04_1301148	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C04_1301148	called	0.42	1.98	0	0.21	20	0.42	0.07	1.9317027748622	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C03_777830	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C03_777830	called	0.66	2.02	0	0.33	12	0.66	0.01	1.98274957580465	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D01_1376672	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D01_1376672	called	0.49	3.01	0	0.2	21	0.59	0.06	2.98132328677268	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F03_1361828	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F03_1361828	called	0.76	2.07	0	0.37	11	0.76	0.05	2.04533819898544	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E12_1376778	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E12_1376778	called	0.62	3.02	0	0.24	17	0.71	0.01	2.9668764262655	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B06_1320548	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B06_1320548	called	0.74	2	0	0.37	11	0.74	0.02	1.99151350953845	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A01_863270	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A01_863270	called	0.6	3	0	0.23	18	0.69	0.01	2.94154901546648	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F04_1376728	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F04_1376728	called	0.73	2.02	0	0.36	11	0.73	0.02	1.9843457347751	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B06_932772	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B06_932772	called	0.8	2	0	0.4	10	0.8	0.06	1.98745802670785	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E02_831528	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E02_831528	called	0.63	3	0	0.24	17	0.72	0.01	2.978726716981	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F06_932680	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F06_932680	called	0.66	3	0	0.25	17	0.74	0.01	2.97098903921571	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G11_863706	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G11_863706	called	0.53	3	0	0.21	20	0.63	0.01	2.96822621503217	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D08_1486942	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D08_1486942	called	0.83	3	0	0.29	14	0.88	0.02	2.98072520558677	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_F01_914066	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_F01_914066	called	0.55	2.01	0	0.28	15	0.55	0.02	1.9781518490631	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F12_777886	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F12_777886	called	0.45	3.02	0	0.18	26	0.55	0	3.01067106544996	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F09_1377014	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F09_1377014	called	0.82	2.01	0	0.41	10	0.83	0.01	1.93779176883875	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E08_1301212	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E08_1301212	called	0.91	2	0	0.45	9	0.91	0.01	2.0050907478929	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B05_1376772	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B05_1376772	called	0.45	2.06	0	0.22	18	0.46	0.09	2.04106393874169	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D10_914120	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D10_914120	called	0.67	3	0	0.25	16	0.75	0.01	2.98117622062106	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A11_863338	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A11_863338	called	0.57	3	0	0.22	19	0.66	0.05	2.98764232424741	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F02_1365212	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F02_1365212	called	0.47	2.12	0	0.23	18	0.49	0.06	2.0668605736057	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A07_730334	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A07_730334	called	0.7	2	0	0.35	11	0.7	0.01	1.96074608428936	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C10_1486878	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C10_1486878	called	0.69	3	0	0.26	16	0.77	0.01	2.97021765863667	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E12_730462	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E12_730462	called	0.74	2	0	0.37	11	0.74	0.12	2.01152855305969	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G11_777936	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G11_777936	called	0.36	2.01	0	0.18	26	0.36	0.01	1.97062106102179	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C01_863716	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C01_863716	called	0.72	2	0	0.36	11	0.72	0.01	1.99670023005429	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_C09_1344478	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_C09_1344478	called	0.67	2	0	0.34	12	0.67	0.02	1.9729352992139	0
DLP_REDO_FROM_CUTCH_G10	DLP_REDO_FROM_CUTCH_G10	called	0.72	2	0	0.36	11	0.72	0.08	1.99670023005429	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D07_831660	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D07_831660	called	0.53	2.01	0	0.26	16	0.53	0.01	2.00395299541145	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C05_777772	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C05_777772	called	0.49	3.05	0	0.19	21	0.59	0.06	3.01128608393667	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B11_1376798	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B11_1376798	called	0.45	1.93	0	0.23	18	0.44	0.09	1.85156259718844	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F09_1376822	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F09_1376822	called	0.67	2	0	0.34	12	0.67	0.02	1.99276362861725	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C07_734668	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C07_734668	called	0.68	1.93	0	0.35	12	0.67	0.01	1.89557539961554	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D09_913958	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D09_913958	called	0.97	2	0	0.49	8	0.97	0.01	1.97297152088735	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G05_1376958	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G05_1376958	called	0.47	2	0	0.23	18	0.47	0.03	1.94152007581841	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A01_734728	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A01_734728	called	1	2	0	0.5	8	1	0.01	1.99371553324308	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F05_777894	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F05_777894	called	0.34	2.02	0	0.17	29	0.34	0.01	1.99609014287008	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G02_730368	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G02_730368	called	0.32	2.09	0	0.16	33	0.33	0.01	2.03514224723259	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D03_1344392	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D03_1344392	called	0.74	2	0	0.37	11	0.74	0.03	1.99151350953845	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B08_777918	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B08_777918	called	0.72	2.03	0	0.36	11	0.72	0.11	2.01676740098334	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G07_1148450	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G07_1148450	called	0.38	1.91	0	0.19	21	0.37	0.03	1.83739489867322	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H10_863656	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H10_863656	called	0.8	2	0	0.4	10	0.8	0.01	1.98745802670785	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F11_831618	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F11_831618	called	0.72	2	0	0.36	11	0.72	0.02	1.99670023005429	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A11_730342	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A11_730342	called	0.66	2	0	0.33	12	0.66	0.06	1.98274957580465	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A04_734664	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A04_734664	called	0.26	2.02	0	0.13	40	0.26	0.04	1.97966245328279	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B12_1361830	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B12_1361830	called	0.7	2	0	0.35	11	0.7	0.01	1.98045191004609	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C05_1306782	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_C05_1306782	called	0.64	2	0	0.32	13	0.64	0.01	1.98122016007982	0
